Реестровый номер заказа; Способ размещения заказа; Наименование заказа; Номер лота; Наименование лота; Начальная (максимальная) цена контракта (лота); Код валюты; Классификация по ОКДП; Организация, размещающая заказ; Дата публикации; Дата последнего события; Этап размещения заказа; Особенности размещения заказа; Дата начала подачи заявок; Дата окончания подачи заявок
'0468100000113000001'; Открытый конкурс; Открытый конкурс по выбору аудиторской организации для проведения ежегодной обязательной аудиторской проверки ведения бухгалтерского учета и бухгалтерской (финансовой) отчетности ОАО "Дорожное эксплуатационное предприятие № 148" ; ; ; 35 000,00; RUB; 7411000: Правовые услуги; Открытое акционерное общество "Дорожное эксплуатационное предприятие № 148"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0319100016213000018'; Открытый конкурс; Оказание услуг по обязательному страхованию гражданской ответственности владельцев транспортных средств для нужд ФГКУ УВО ГУ МВД России по Красноярскому краю.; ; ; 1 319 019,93; RUB; 6613070: Услуги по страхованию гражданской ответственности; федеральное государственное казенное учреждение "Управление вневедомственной охраны Главного управления Министерства внутренних дел Российской Федерации по Красноярскому краю"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0148300006313000027'; Открытый конкурс; Право заключить Муниципальный контракт на разработку схемы теплоснабжения городского округа Рошаль; ; ; 1 133 000,00; RUB; 7421029: Инженерные услуги в области проектно - строительных работ прочие; Администрация городского округа Рошаль; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 05.04.2013
'0372100009913000004'; Открытый конкурс; Проведение работ в целях установления придорожной полосы автомобильной дороги федерального значения, обозначения ее на местности и внесения сведений о ней в государственный кадастр недвижимости. Участки КАД вокруг Санкт-Петербурга от ст.Горская до п. Бронка; ; ; 6 885 265,00; RUB; 7421051: Комплексные инженерные услуги для проектов транспортной инфраструктурой со сдачей «под ключ»; Федеральное казенное учреждение "Дирекция по строительству транспортного обхода города Санкт-Петербург Федерального дорожного агентства"; 25.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 01.03.2013; 28.03.2013
'0372200160713000005'; Открытый конкурс; Выполнение работ по разработке научно-проектной документации на реставрацию павильона Пиль-башня; ; ; 2 702 501,00; RUB; 7421029: Инженерные услуги в области проектно - строительных работ прочие; Санкт-Петербургское государственное бюджетное учреждение культуры "Государственный музей-заповедник "Павловск"; 04.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 27.03.2013
'0158300040713000005'; Открытый конкурс; Право заключения муниципального контракта с Администрацией Константиновского района на проектно-изыскательские работы на строительство объектов.; Лот №1; право заключения муниципального контракта с администрацией Константиновского района на проектно-изыскательские работы на строительство автодороги х. Крюков - х. Каменно-Бродский  Константиновского района Ростовской  области; 1 382 518,00; RUB; 4560531: Проектно - изыскательские работы (в том числе для строительства будущих лет); Администрация Константиновского района; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0158300040713000005'; Открытый конкурс; Право заключения муниципального контракта с Администрацией Константиновского района на проектно-изыскательские работы на строительство объектов.; Лот №2; право заключения муниципального контракта с администрацией Константиновского района на проектно-изыскательские работы на строительство подъезда от автодороги «х. Кременской – х. Почтовый – х. Нижнекалинов» к х. Верхнекалинов Константиновского района Ростовской области; 2 966 344,00; RUB; 4560531: Проектно - изыскательские работы (в том числе для строительства будущих лет); Администрация Константиновского района; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0369100059013000007'; Открытый конкурс; Организация и проведение фестиваля творчества среди детей, проживающих на территориях, подвергшихся радиоактивному воздействию; ; ; 2 500 000,00; RUB; 9249020: Услуги по организации развлечений прочие; федеральное казенное учреждение "Управление по радиационной реабилитации Уральского региона"; 04.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 10.04.2013
'0173200022713000023'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на выполнение работ: «Подготовка проекта планировки участка линейного объекта улично-дорожной сети МКАД. Участок от шоссе Энтузиастов до улицы Молдагуловой"; ; ; 5 540 000,00; RUB; 7421019: Услуги в области архитектуры прочие; Комитет по архитектуре и градостроительству города Москвы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 15.04.2013
'0173200022713000022'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на выполнение работ: "Подготовка проекта планировки участка линейного объекта улично-дорожной сети – автодорога из Бутово до автодороги «пос. Коммунарка – аэропорт Остафьево» , Центральная автодорога в поселке Коммунарка с выходом в район Бутово»; ; ; 10 480 000,00; RUB; 7421019: Услуги в области архитектуры прочие; Комитет по архитектуре и градостроительству города Москвы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 15.04.2013
'0355100004513000038'; Открытый конкурс; Выполнение работ по объекту «Реконструкция автомобильной дороги 1Р 228 Сызрань – Саратов – Волгоград. Строительство автомобильной дороги Р-228 Сызрань – Саратов – Волгоград на участке  км 250 – км 265 в обход села Елшанка, Саратовская область».; ; ; 2 604 442 040,00; RUB; 4526371: Дорога автомобильная с усовершенствованным капитальным типом дорожного покрытия; Федеральное казенное учреждение "Федеральное управление автомобильных дорог "Большая Волга" Федерального дорожного агентства"; 20.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 20.02.2013; 25.03.2013
'0173200022713000021'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на выполнение работ:" Подготовка проета планировки участка линейного объекта улично-дорожной сети - МКАД. Участок от Волоколамского шоссе до Ленинградского шоссе"; ; ; 6 090 000,00; RUB; 7421019: Услуги в области архитектуры прочие; Комитет по архитектуре и градостроительству города Москвы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 15.04.2013
'0173200022713000020'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на оказание услуг по продлению права пользования прикладного и системного программного обеспечения ИТ-инфраструктуры Москомархитектуры, включая обновление (актуализацию) версий ППО и СПО, используемого в ИСиР Москомархитектуры, с обеспечением конвертации и переносом данных; ; ; 12 800 000,00; RUB; 7260023: Прикладные программы для управления техническими средствами и технологическими процессами; Комитет по архитектуре и градостроительству города Москвы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 15.04.2013
'0173200022713000019'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на выполнение работ: «Подготовка проекта планировки участка линейного объекта улично-дорожной сети – МКАД. Участок от Звенигородского шоссе до Волоколамского шоссе"; ; ; 4 300 000,00; RUB; 7421019: Услуги в области архитектуры прочие; Комитет по архитектуре и градостроительству города Москвы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 15.04.2013
'0173200001413000114'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на выполнение подрядных работ по строительству объекта: «Южная Рокада. Участок от Балаклавского проспекта до Кантемировской улицы», по адресу: районы Нагорный, Чертаново Северное, Москворечье Сабурово, Царицыно, ЮАО города Москвы; ; ; 10 018 926 997,00; RUB; 4520529: Строительство «под ключ» инженерных сооружений и специальных объектов прочих; Департамент города Москвы по конкурентной политике; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 18.04.2013
'0190200000313000621'; Открытый конкурс; Выполнение информационно-аналитических работ по теме: «Анализ запасов этан содержащего газа, попутного нефтяного газа и конденсата, перспектив их добычи (производства) на территории Западной Сибири и перспектив поставок потребителям до 2030 года»; ; ; 4 200 000,00; RUB; 7310040: Услуги по исследованиям и разработкам в области естественных и технических наук; департамент государственного заказа Ямало-Ненецкого автономного округа; 12.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 28.03.2013
'0163100002513000022'; Открытый конкурс; Приобретение путевок на санаторно-курортное лечение федеральных судей судов общей юрисдикции Смоленской области, членов их семей в 2013 году в санаторий «Лазаревское» г. Сочи или эквивалент; ; ; 168 940,00; RUB; 8514110: Проживание, лечение и обслуживание (входящее в стоимость путевки); Управление Судебного департамента в Смоленской области; 27.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 29.03.2013
'0358300216113000001'; Открытый конкурс; Размещение заказа на оказание услуг по санаторному оздоровлению детей из малоимущих семей в санаторных оздоровительных лагерях круглогодичного действия в летний период 2013 года.; ; ; 1 400 304,36; RUB; 8514010: Санаторно - курортные и оздоровительные услуги [8514110] - [8514120]; Муниципальное учреждение "Отдел социальной защиты населения администрации Милютинского района"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 09.04.2013
'0380200000113000235'; Открытый конкурс; право заключения государственного контракта на оказание услуг по обязательному страхованию гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте (гидротехнические сооружения); ; ; 1 751 500,00; RUB; 6613070: Услуги по страхованию гражданской ответственности; Государственный комитет по размещению государственных заказов Республики Хакасия; 07.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Преференции на поставку товаров российского происхождения (приказ МЭР от 12 мая 2011 г. № 217 и приказ МЭР от 12 марта 2012 г. N 120.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.02.2013; 11.03.2013
'0343100003613000001'; Открытый конкурс; Открытый конкурс № 1/13 ДБ-ок по размещению заказов на право заключения государственных контрактов по выполнению работ по разработке декларации безопасности гидротехнических сооружений; Лот №1; «Проведение работ по разработке декларации безопасности гидротехнических сооружений водохранилища на р. Верхний Утяк Кетовской межхозяйственной оросительной системы».; 800 000,00; RUB; 7421020: Инженерные услуги в области гражданского и промышленного строительства; федеральное государственное бюджетное учреждение "Управление мелиорации земель и сельскохозяйственного водоснабжения по Курганской области"; 01.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 03.04.2013
'0343100003613000001'; Открытый конкурс; Открытый конкурс № 1/13 ДБ-ок по размещению заказов на право заключения государственных контрактов по выполнению работ по разработке декларации безопасности гидротехнических сооружений; Лот №2; «Проведение работ по разработке декларации безопасности комплекса сооружений гидроузла на р. Алабуга Алабугской оросительной системы Звериноголовского района Курганской области» ; 800 000,00; RUB; 7421020: Инженерные услуги в области гражданского и промышленного строительства; федеральное государственное бюджетное учреждение "Управление мелиорации земель и сельскохозяйственного водоснабжения по Курганской области"; 01.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 03.04.2013
'0343100003613000001'; Открытый конкурс; Открытый конкурс № 1/13 ДБ-ок по размещению заказов на право заключения государственных контрактов по выполнению работ по разработке декларации безопасности гидротехнических сооружений; Лот №3; «Проведение работ по разработке декларации безопасности гидротехнических сооружений водохранилища на р. Суварыш у с. Тамакульское Далматовского района» ; 750 000,00; RUB; 7421020: Инженерные услуги в области гражданского и промышленного строительства; федеральное государственное бюджетное учреждение "Управление мелиорации земель и сельскохозяйственного водоснабжения по Курганской области"; 01.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 03.04.2013
'0348100053713000117'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на поставку радиоактивных источников: йод-131 – 416ГБк, цирконий-95 – 20ГБк, иридий-192 – 36 ГБк; ; ; 26 688 321,00; RUB; 2332000: Радиоактивные элементы и изотопы прочие; федеральное государственное казенное учреждение "Войсковая часть 35533"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 05.04.2013
'0156300033113000024'; Открытый конкурс; Право заключения муниципального контракта на выполнение проектно-изыскательских работ по корректировке проектно-сметной документации на объекте: «Газоснабжение жилых домов по ул.Нагорная в с.Усть-Кишерть Кишертского района Пермского края»; ; ; 790 000,00; RUB; 4560531: Проектно - изыскательские работы (в том числе для строительства будущих лет); Администрация Кишертского муниципального района Пермского края; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0169300000313000334'; Открытый конкурс; Выполнение проектно-изыскательских работ на объект: «Реконструкция детского сада по адресу: ул. Завенягина, 1/4 в г. Магнитогорске»; ; ; 2 689 830,00; RUB; 7421012: Услуги по архитектурным проектировочным работам[7421200] - [7421222]; Администрация города Магнитогорска; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0373200307313000024'; Открытый конкурс; Открытый конкурс на право заключения контракта на оказание услуг по проведению аттестации рабочих мест по условиям труда ГБУ "Автомобильные дороги" в 2013 году; ; ; 7 086 810,16; RUB; 7423050: Услуги по проведению аттестации производств; Государственное бюджетное учреждение города Москвы "Автомобильные дороги"; 20.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 25.02.2013; 25.03.2013
'0373200124513000013'; Открытый конкурс; Открытый конкурс на право заключения государственого контракта на выполнение работ по разработке проектно-сметной документации на технологическое оснащение плоскостных транспортно-пересадочных узлов по адресам: м. Войковская, м. Водный стадион, м. Речной вокзал, м. Алтуфьево, м. ВДНХ в 2013 году; ; ; 4 606 260,78; RUB; 4560531: Проектно - изыскательские работы (в том числе для строительства будущих лет); Государственное казенное учреждение города Москвы Дирекция капитального ремонта Департамента капитального ремонта города Москвы; 05.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 09.04.2013
'0362300015513000006'; Открытый конкурс; Разработка проектно-сметной документации по объекту: "Реконструкция ул.Заводская, ул.Восточная, ул.1 Мая, ул.Трудовые Резервы г.Каменск-Уральский"; ; ; 4 264 689,00; RUB; 7421051: Комплексные инженерные услуги для проектов транспортной инфраструктурой со сдачей «под ключ»; муниципальное казенное учреждение "Управление капитального строительства"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 08.04.2013
'0139300019713000104'; Открытый конкурс; Поставка гематологического  анализатора для МБУЗ «Горбольница № 1»; ; ; 491 690,41; RUB; 3311241: Анализаторы состава и свойств биологических жидкостей медицинские; администрация города Прокопьевска; 26.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 01.04.2013
'0253100003913000001'; Открытый конкурс;  Оказание услуг по открытию, ведению банковского счета и осуществление расчётов по этому счёту Государственному учреждению - Управлению Пенсионного фонда Российской Федерации в Северном Оренбургской области; ; ; ; RUB; 6512010: Расчетно - кассовое обслуживание и услуги по вкладам[6512100] - [6512129]; государственное учреждение - Управление Пенсионного фонда Российской Федерации в Северном  районе Оренбургской области; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 05.04.2013
'0190200000313000832'; Открытый конкурс; оказание услуг по обязательному государственному страхованию государственных гражданских служащих Ямало-Ненецкого автономного округа, проходящих государственную гражданскую службу у Государственного заказчика, для государственных нужд Ямало-Ненецкого автономного округа; ; ; 100 000,00; RUB; 6611030: Услуги по страхованию от несчастных случаев; департамент государственного заказа Ямало-Ненецкого автономного округа; 20.02.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 20.02.2013; 26.03.2013
'0116200007913000461'; Открытый конкурс; Услуги ОСАГО; ; ; 870 320,30; RUB; 6613020: Услуги по страхованию транспортных средств; Государственный комитет Республики Саха (Якутия) по размещению государственных заказов; 04.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 04.03.2013; 04.04.2013
'0155300001313000001'; Открытый конкурс; Организация отдыха детей Железнодорожного района города Пензы в каникулярное время в детских оздоровительных лагерях, оформленная путевками; ; ; 10 009 950,00; RUB; 8514116: Проживание в летних (сезонных) детских лагерях; Администрация Железнодорожного района города Пензы; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 09.04.2013
'0356300255213000001'; Открытый конкурс; Выполнение проектно-изыскательских работ по объекту: «Распределительные газопроводы с. Рябки Чернушинского района» 3 очередь; ; ; 708 146,32; RUB; 7421029: Инженерные услуги в области проектно - строительных работ прочие; Муниципальное казенное учреждение "Служба Заказчика Рябковского сельского поселения"; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 05.04.2013
'0173100007713000122'; Открытый конкурс; Открытый конкурс на право заключения государственного контракта на разработку проектной документации для ремонтно-реставрационных работ на объекте культурного наследия Церковь Иоанна-Богослова, Республика Мордовия, город Саранск, Октябрьский район, село Макаровка, улица Нагорная 35, Иоанно-Богословский мужской монастырь (Р14); ; ; 1 735 615,61; RUB; 7421012: Услуги по архитектурным проектировочным работам[7421200] - [7421222]; Министерство культуры Российской Федерации; 06.03.2013; 06.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 06.03.2013; 09.04.2013
