Дата публикации;Номер извещения;Заказчик;Предмет контракта;Начальная цена;URL извещения;Способ размещения заказа;Дата начала приёма заявок;Дата окончания приёма заявок;Дата проведения аукциона;Адрес заказчика;Телефон заказчика;Электронная почта заказчика;Контактное лицо заказчика;ИНН заказчика;КПП заказчика;ОГРН заказчика;Организатор торгов
01.03.2013;5570980;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;246 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5570980;Открытый аукцион в электронной форме;12.03.2013;11.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
01.03.2013;5571768;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;2 788 407,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571768;Открытый аукцион в электронной форме;14.03.2013;12.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;8-4162-224463;azk@gz.amurobl.ru;Гавриленко Юлия Владимировна;;;;управление государственного заказа Амурской области
01.03.2013;5571890;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 200 300,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571890;Открытый аукцион в электронной форме;13.03.2013;12.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;7-4162-224493;obl@gz.amurobl.ru;Разуваева Юлия Александровна;;;;управление государственного заказа Амурской области
01.03.2013;5562447;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;98 967,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5562447;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 676013, Амурская обл, Сковородино г, Дзержинского, 1, -;7-41654-22927;skovorodino2487@mail.ru;Баюсов Сергей Викторович;;;;Служба в городе Сковородине Пограничного управления Федеральной службы безопасности Российской Федерации по Амурской области
01.03.2013;5568893;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;499 840,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5568893;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 675020, Амурская обл, Благовещенск г, Театральная, 276, -;7-4162-529188;spoch15@mail.ru;Мандзюк Ольга Петровна;;;;Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 15
01.03.2013;5568952;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;117 350,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5568952;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Зейская, 173А, -;7-4162-235307;38-2301@038.pfr.ru;Ветченинов Артем Владимирович;;;;государственное учреждение - Отделение Пенсионного фонда Российской Федерации по Амурской области
01.03.2013;5568962;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;499 809,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5568962;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 676290, Амурская обл, Тында г, ул.Красная Пресня, 27, -;7-41656-33342;fksport@yandex.ru;Гордеева Татьяна Андреевна;;;;Муниципальное образовательное бюджетное учреждение дополнительного образования детей детско-юношеская спортивная школа №2 г.Тынды
01.03.2013;5568977;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;386 300,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5568977;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Нагорная, 7, -;7-4162-531729;rsc28@mail.ru;Домчук Николай Петрович;;;;"филиал федерального государственного бюджетного учреждения ""Российский сельскохозяйственный центр"" по Амурской области"
01.03.2013;5569020;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;499 265,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569020;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 676572, Амурская обл, Селемджинский р-н, Февральск пгт, ул.Дзержинского, 6, -;7-963-8023692;amur.ru82@mail.ru;Титова Лилия Гизовна;;;;Администрация рабочего поселка (поселка городского типа) Февральск Селемджинского района Амурской области
01.03.2013;5569038;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;496 020,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569038;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Краснофлотская, 150, -;7-4162-515071;amurmediatv@mail.ru;Черных Наталья Сергеевна;;;;"государственное бюджетное учреждение Амурской области ""Агентство по массовым коммуникациям ""АмурМедиа"""
01.03.2013;5569074;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;155 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569074;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675005, Амурская обл, Благовещенск г, ул. Октябрьская, 108, -;643-4162-491173;aodkb@mail.ru;Зубарева Галина Петровна;;;;"Государственное бюджетное учреждение здравоохранения Амурской области ""Амурская областная детская клиническая больница"""
01.03.2013;5569201;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;189 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569201;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 676450, Амурская обл, Свободный г, Луговая, 5, -;8-41643-54813;suhareva1981@bk.ru;Сухарева Елена Алексеевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Свободненская больница"""
01.03.2013;5569212;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;259 290,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569212;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675005, Амурская обл, Благовещенск г, ул. Октябрьская, 108, -;643-4162-491173;aodkb@mail.ru;Зубарева Галина Петровна;;;;"Государственное бюджетное учреждение здравоохранения Амурской области ""Амурская областная детская клиническая больница"""
01.03.2013;5569215;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;300 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569215;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Больничная, 32, -;8-4162-523681;zakup_gkb@mail.ru;Козлова Екатерина Николаевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Благовещенская городская клиническая больница"""
01.03.2013;5569261;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;173 985,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569261;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Больничная, 32, -;8-4162-523681;zakup_gkb@mail.ru;Мовчан Светлана Васильевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Благовещенская городская клиническая больница"""
01.03.2013;5569283;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;409 569,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569283;Запрос котировок;06.03.2013;06.03.2013;;Российская Федерация, 676980, Амурская обл, Константиновский р-н, Константиновка с, Пионерская, 115, -;7-929-4753404;alllllllllla@inbox.ru;Долгополов Эдуард Алексеевич;;;;"Муниципальное учреждение здравоохранения ""Константиновская центральная районная больница"""
01.03.2013;5569307;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;85 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569307;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Больничная, 32, -;8-4162-523681;zakup_gkb@mail.ru;Козлова Екатерина Николаевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Благовещенская городская клиническая больница"""
01.03.2013;5569450;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;450 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569450;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675005, Амурская обл, Благовещенск г, Свободная, 33, -;8-4162-526668;spoh17blag@rambler.ru;Деревягина Наталья Витальевна;;;;Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 17
01.03.2013;5569470;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;90 250,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569470;Запрос котировок;06.03.2013;06.03.2013;;Российская Федерация, 676950, Амурская обл, Тамбовский р-н, Тамбовка с, Ленинская, 145, -;7-41638-21362;marina.novak@list.ru;Старков Александр Николаевич;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Тамбовская больница"""
01.03.2013;5569499;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;365 231,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569499;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 676850, Амурская обл, Белогорск г, Набережная, 116, -;8-41641-23353;belhospital@mail.ru;Ершуева Нина Викторовна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Белогорская городская больница"""
01.03.2013;5569671;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;443 620,60р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569671;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Больничная, 32, -;8-4162-523681;zakup_gkb@mail.ru;Козлова Екатерина Николаевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Благовещенская городская клиническая больница"""
01.03.2013;5569903;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;248 753,76р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569903;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, пер. Советский, 65/1, -;7-4162-390519;u281233@r28.nalog.ru;Бутовец Ирина Васильевна;;;;Управление Федеральной налоговой службы по Амурской области
01.03.2013;5569964;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;300 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569964;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 676244, Амурская обл, Зея г, мкр. Светлый, 53, -;8-41658-31658;zozn53@mail.ru;Бойко Владимир Николаевич;;;;государственное казенное учреждение Амурской области Центр занятости населения города Зеи
01.03.2013;5570138;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;282 300,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5570138;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 676850, Амурская обл, Белогорск г, Набережная, 116, -;8-41641-23353;belhospital@mail.ru;Ершуева Нина Викторовна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Белогорская городская больница"""
01.03.2013;5570239;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;487 666,66р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5570239;Запрос котировок;15.03.2013;15.03.2013;;Российская Федерация, 676450, Амурская обл, Свободный г, 50 лет Октября, 14, -;7-41643-51580;mail@svobregion.ru;Туфлинская Елена Васильевна;;;;Администрация Свободненского района Амурской области
01.03.2013;5570327;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;92 354,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5570327;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675028, Амурская обл, Благовещенск г, Воронкова, 26, -;643-4162-429733;zaprosaokb@gmail.com;Петрова Елена Павловна;;;;"Государственное бюджетное учреждение здравоохранения Амурской области ""Амурская областная клиническая больница"""
01.03.2013;5570562;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;166 859,56р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5570562;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 676770, Амурская обл, Райчихинск г, Центральная, 7, -;8-41647-26404;economray@mail.ru;Богомолова Татьяна Сергеевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Райчихинская городская больница"""
01.03.2013;5571295;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;53 157,20р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571295;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675028, Амурская обл, Благовещенск г, Воронкова, 26, -;643-4162-429733;zaprosaokb@gmail.com;Петрова Елена Павловна;;;;"Государственное бюджетное учреждение здравоохранения Амурской области ""Амурская областная клиническая больница"""
01.03.2013;5571333;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;100 300,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571333;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
01.03.2013;5571597;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;327 665,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571597;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
01.03.2013;5571957;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;494 270,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571957;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Островского, 35, -;7-4162-527723;stombux@amur.ru;Скнарева Наталья Евгеньевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Амурская областная стоматологическая поликлиника"""
01.03.2013;5572533;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;499 979,80р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5572533;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 676355, Амурская обл, Серышевский р-н, Серышево пгт, Украинская, 57а, -;7-41642-21732;omvd_mail@bk.ru;Попов Владимр Сергеевич;;;;государственное учреждение - Отдел Министерства внутренних дел Российской Федерации по Серышевскому району Амурской области
01.03.2013;5572714;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;199 044,70р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5572714;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Амурская, 154, -;7-4162-225606;info@28fskn.ru;Пустынникова Ирина Александровна;;;;Управление Федеральной службы Российской Федерации по контролю за оборотом наркотиков по Амурской области
01.03.2013;5574192;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;180 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5574192;Запрос котировок;11.03.2013;11.03.2013;;Российская Федерация, 675002, Амурская обл, Благовещенск г, Пушкина, 46, -;7-4162-236286-286;blagzakupki@yandex.ru;Кузнецов Сергей Владимирович;;;;Благовещенская таможня
01.03.2013;5577770;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;432 148,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5577770;Запрос котировок;14.03.2013;14.03.2013;;Российская Федерация, 676246, Амурская обл, Зея г, Гоголя, 5, -;7-41658-21137;kaukina1970@yandex.ru;Каюкина Елена Анатольевна;;;;"государственное бюджетное учреждение здравоохранения Амурской области ""Зейская больница"""
01.03.2013;5571959;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5571959;;;;;;;;;;;;
02.03.2013;5579337;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;97 490,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5579337;Открытый аукцион в электронной форме;12.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Амурская, 150, -;7-4162-221237;fgu28@u28.rosreestr.ru;Мигачёва Юлия Владимировна;;;;"филиал федерального государственного бюджетного учреждения ""Федеральная кадастровая палата Федеральной службы государственной регистрации, кадастра и картографии"" по Амурской области"
03.03.2013;5579749;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;122 552,88р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5579749;Запрос котировок;07.03.2013;07.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Пионерская, 37, -;7-4162-775025;prosector@tsl.ru;Комов Алексей Николаевич;;;;Прокуратура Амурской области
03.03.2013;5579752;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;92 380,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5579752;Запрос котировок;07.03.2013;07.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, Пионерская, 37, -;7-4162-775025;prosector@tsl.ru;Комов Алексей Николаевич;;;;Прокуратура Амурской области
04.03.2013;5549528;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 380 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5549528;Открытый аукцион в электронной форме;12.03.2013;12.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул. Ленина, 192, -;7-4162-521011;518764@mail.ru;Кантемирова Ирина Георгиевна;;;;Управление Федеральной службы судебных приставов по Амурской области
04.03.2013;5579949;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;500 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5579949;Открытый аукцион в электронной форме;11.03.2013;11.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул.Островского, 152, -;7-4162-552919;552919@mail.ru;Морозов Алексей Васильевич;;;;"федеральное государственное казенное учреждение ""1 отряд федеральной противопожарной службы по Амурской области"""
04.03.2013;5580002;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;122 280,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580002;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
04.03.2013;5580083;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;160 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580083;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
04.03.2013;5580103;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;364 980,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580103;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 675027, Амурская обл, Благовещенск г, Игнатьевское шоссе, 21, -;7-4162-394515;zakupki@amursu.ru;Шипицина Альбина Валерьевна;;;;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Амурский государственный университет"""
04.03.2013;5580131;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;424 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580131;Открытый аукцион в электронной форме;13.03.2013;13.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул. Ленина, 192, -;7-4162-521011;518764@mail.ru;Кантемирова Ирина Георгиевна;;;;Управление Федеральной службы судебных приставов по Амурской области
04.03.2013;5580185;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;312 106,21р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580185;Открытый аукцион в электронной форме;15.03.2013;14.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;7-4162-224493;zvereva@gz.amurobl.ru;Зверева Елена Владимировна;;;;управление государственного заказа Амурской области
04.03.2013;5580920;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;240 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580920;Открытый аукцион в электронной форме;14.03.2013;12.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;8-4162-224493;Proskurina@gz.amurobl.ru;Проскурина Любовь Сергеевна;;;;управление государственного заказа Амурской области
04.03.2013;5581358;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 005 534,19р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5581358;Открытый аукцион в электронной форме;13.03.2013;12.03.2013;;Российская Федерация, 675000, Амурская обл, Благовещенск г, ул. Пионерская, 22, -;7-4162-235556;sssi-zakupki@mail.ru;Сигида Людмила Викторовна;;;;Управление Федеральной службы безопасности Российской Федерации по Амурской области
04.03.2013;5583081;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;162 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5583081;Открытый аукцион в электронной форме;18.03.2013;15.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;7-4162-224493;zvereva@gz.amurobl.ru;Зверева Елена Владимировна;;;;управление государственного заказа Амурской области
04.03.2013;5583316;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;699 835,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5583316;Открытый аукцион в электронной форме;19.03.2013;18.03.2013;;Российская Федерация, 676680, Амурская обл, Михайловский р-н, Поярково с, Советская, 48, -;7-41637-41787;mihrovd@mail.ru;Гринь Александр Анатольевич;;;;"государственное учреждение - Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Михайловский"" (реализующий задачи и функции органов внутренних дел на территории Михайловского и Константиновского районов Амурской области)"
04.03.2013;5583387;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;229 200,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5583387;Открытый аукцион в электронной форме;18.03.2013;15.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, им. Ленина, 135, -;7-4162-224493;zvereva@gz.amurobl.ru;Зверева Елена Владимировна;;;;управление государственного заказа Амурской области
04.03.2013;5546475;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;392 964,31р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5546475;Запрос котировок;25.03.2013;25.03.2013;;Российская Федерация, 676246, Амурская обл, Зея г, Угольный, 13, -;7-41658-32625;water28@bk.ru;Костогрыз Сергей Викторович;;;;"Федеральное государственное бюджетное учреждение ""Управление эксплуатации Зейского водохранилища"""
04.03.2013;5569042;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;18 155,50р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569042;Запрос котировок;12.03.2013;12.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, Ленина, 135, -;8-4162-596086;Golunenko@amurobl.ru;Голуненко Елена Александровна;;;;Правительство Амурской области
04.03.2013;5569120;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;404 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5569120;Запрос котировок;15.03.2013;15.03.2013;;Российская Федерация, 675023, Амурская обл, Благовещенск г, Ленина, 135, -;8-4162-596086;Golunenko@amurobl.ru;Голуненко Елена Александровна;;;;Правительство Амурской области
